timestep,portfolio_value,portfolio_value_usd,cash,cash_usd,capacity_value,capacity_value_usd,wind_capacity,solar_capacity,hydro_capacity,battery_soc,battery_action,battery_revenue,operational_revenue,cash_return,noise_return,step_return,investments,total_investment_cost,price,wind_gen,solar_gen,hydro_gen,num_investments
1849,5523163651.92653,800858729.5293468,1109366309.033645,160858114.8098785,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2076.1495953079784,422.13313808999493,-46989.62608224409,4.5232841546102076e-07,[],0.0,281.84498883333333,1500.0,0.0,793.3,0
1850,5523166006.678173,800859070.968335,1109368663.785288,160858456.24886677,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1932.6176090705947,422.13403411387134,-129680.43835610161,4.2634109571594686e-07,[],0.0,262.3599906666667,1500.0,0.0,841.792,0
1851,5523168217.898672,800859391.5953074,1109370875.0057864,160858776.87583902,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1789.0856228332102,422.1348755216556,-687478.6106066366,4.003538000424149e-07,[],0.0,242.8749925,1500.0,0.0,972.018,0
1852,5523170285.587971,800859691.4102557,1109372942.6950853,160859076.69078735,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1645.553636595826,422.13566231332686,443651.96219426143,3.743665260690589e-07,[],0.0,223.38999433333333,1500.0,0.0,905.308,0
1853,5523172209.746016,800859970.4131722,1109374866.85313,160859355.69370386,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1502.0216503584415,422.13639448886437,924982.61956808,3.4837927228785897e-07,[],0.0,203.90499616666665,1500.0,0.0,817.251,0
1854,5523173990.372751,800860228.6040488,1109376647.4798663,160859613.8845806,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1358.4896641210576,422.1370720482474,-284584.4742229284,3.223920363274602e-07,[],0.0,184.419998,1500.0,0.0,825.897,0
1855,5523175754.143656,800860484.3508301,1109378411.2507706,160859869.63136172,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1341.6331609790434,422.1377431936938,381773.69038638414,3.19340094593323e-07,[],0.0,182.13166533333333,1500.0,0.0,845.762,0
1856,5523177501.058722,800860737.6535146,1109380158.1658363,160860122.93404627,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1324.7766578370292,422.1384079252011,400698.28316451865,3.162881544109458e-07,[],0.0,179.84333266666667,1500.0,0.0,919.944,0
1857,5523179231.117943,800860988.5121017,1109381888.2250574,160860373.7926333,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1307.9201546950153,422.1390662427668,-417489.7521814698,3.13236216097721e-07,[],0.0,177.555,1500.0,0.0,804.344,0
1858,5523180944.321312,800861236.9265902,1109383601.428427,160860622.2071219,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1291.063651553001,422.1397181463885,-760022.2138662963,3.101842792803696e-07,[],0.0,175.26666733333332,1500.0,0.0,801.396,0
1859,5523182640.668824,800861482.8969795,1109385297.775939,160860868.17751116,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1274.2071484109863,422.1403636360636,536446.1311276895,3.0713234444895145e-07,[],0.0,172.97833466666663,1500.0,0.0,890.251,0
1860,5523184320.160472,800861726.4232683,1109386977.267587,160861111.70380008,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1257.3506452689724,422.14100271179007,-451939.5116449617,3.040804110575204e-07,[],0.0,170.690002,1500.0,0.0,770.605,0
1861,5523185983.262769,800861967.5731014,1109388640.3698835,160861352.8536331,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1240.9606610268136,422.14163555108365,976456.1266600849,3.011129450738489e-07,[],0.0,168.465001,1500.0,0.0,809.187,0
1862,5523187629.975708,800862206.3464776,1109390287.0828226,160861591.62700927,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1224.5706767846546,422.1422621539423,215950.04675637104,2.981454805709096e-07,[],0.0,166.24,1500.0,0.0,850.565,0
1863,5523189260.299283,800862442.7433959,1109391917.4063976,160861828.02392763,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1208.180692542495,422.1428825203634,-22655.420854514494,2.9517801752228484e-07,[],0.0,164.014999,1500.0,0.0,853.207,0
1864,5523190874.233488,800862676.7638557,1109393531.3406026,160862062.04438737,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1191.790708300336,422.1434966503447,571645.837097327,2.922105560742243e-07,[],0.0,161.789998,1500.0,0.0,786.745,0
1865,5523192471.7783165,800862908.4078559,1109395128.8854313,160862293.6883875,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1175.400724058177,422.1441045438839,-445255.4856550059,2.892430960276428e-07,[],0.0,159.564997,1500.0,0.0,872.741,0
1866,5523194052.933763,800863137.6753955,1109396710.0408773,160862522.9559272,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1159.010739816018,422.14470620097836,-950077.6185379697,2.8627563752879006e-07,[],0.0,157.339996,1500.0,0.0,882.82,0
1867,5523195603.679346,800863362.5335051,1109398260.7864606,160862747.8140368,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1128.6002868627793,422.1452962865922,457710.7285966772,2.8076970837382205e-07,[],0.0,153.2116645,1500.0,0.0,822.086,0
1868,5523197124.015055,800863582.9821829,1109399781.1221693,160862968.26271453,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1098.1898339095405,422.1458748007209,302667.0626380051,2.752637816421662e-07,[],0.0,149.083333,1500.0,0.0,938.326,0
1869,5523198613.940877,800863799.0214272,1109401271.047992,160863184.30195883,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1067.7793809563018,422.14644174336007,-551198.7073403982,2.6975785741554394e-07,[],0.0,144.9550015,1500.0,0.0,872.346,0
1870,5523200073.456802,800864010.6512363,1109402730.5639172,160863395.93176797,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1037.368928003063,422.1469971145053,-896937.4947847372,2.6425193577567644e-07,[],0.0,140.82667,1500.0,0.0,805.2,0
1871,5523201502.562819,800864217.8716086,1109404159.669933,160863603.1521403,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1006.9584750498244,422.14754091415233,126650.00356110171,2.587460162862838e-07,[],0.0,136.6983385,1500.0,0.0,936.56,0
1872,5523202901.258913,800864420.6825423,1109405558.3660283,160863805.9630741,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,976.5480220965856,422.1480731422965,-268823.8124009665,2.532400988564207e-07,[],0.0,132.570007,1500.0,0.0,829.432,0
1873,5523204475.285388,800864648.9163812,1109407132.3925025,160864034.19691285,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1151.877802236218,422.14867208669347,-778193.5900104182,2.849843656103829e-07,[],0.0,156.37167333333332,1500.0,0.0,864.619,0
1874,5523206224.642308,800864902.5731347,1109408881.7494228,160864287.8536663,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1327.2075823758505,422.14933774736875,1067029.331191364,3.1672861797352145e-07,[],0.0,180.17333966666664,1500.0,0.0,831.414,0
1875,5523208149.329741,800865181.6528124,1109410806.4368556,160864566.93334404,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1502.5373625154834,422.15007012434756,334147.9641929267,3.484728532680797e-07,[],0.0,203.975006,1500.0,0.0,887.038,0
1876,5523210249.347753,800865486.1554241,1109412906.4548674,160864871.43595576,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1677.8671426551152,422.1508692176553,-216215.47069561415,3.802170686436393e-07,[],0.0,227.77667233333327,1500.0,0.0,831.831,0
1877,5523212524.69641,800865816.0809795,1109415181.8035252,160865201.36151114,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,1853.1969227947482,422.1517350273174,-124989.40235006843,4.119612607317878e-07,[],0.0,251.57833866666664,1500.0,0.0,834.942,0
1878,5523214975.375781,800866171.4294882,1109417632.4828956,160865556.71001986,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2028.5267029343809,422.1526675533592,-825262.437439077,4.437054268547871e-07,[],0.0,275.380005,1500.0,0.0,848.062,0
1879,5523217454.367167,800866530.8832393,1109420111.474282,160865916.16377088,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2056.837775412868,422.1536108526146,347000.66203372617,4.4883123279931937e-07,[],0.0,279.2233378333333,1500.0,0.0,831.041,0
1880,5523219961.67058,800866894.442234,1109422618.7776947,160866279.7227657,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2085.148847891355,422.15456492508747,95700.76676354549,4.539570337675068e-07,[],0.0,283.06667066666665,1500.0,0.0,909.805,0
1881,5523222497.28603,800867262.1064743,1109425154.3931448,160866647.38700598,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2113.459920369842,422.155529770782,-1292313.682839225,4.590828298531969e-07,[],0.0,286.9100035,1500.0,0.0,793.402,0
1882,5523225061.213528,800867633.8759614,1109427718.320643,160867019.15649322,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2141.770992848329,422.15650538970226,-566281.5910525639,4.6420862080490473e-07,[],0.0,290.7533363333333,1500.0,0.0,854.51,0
1883,5523227653.453085,800868009.7506973,1109430310.5602,160867395.031229,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2170.082065326816,422.15749178185246,-586668.237137599,4.6933440671647825e-07,[],0.0,294.59666916666663,1500.0,0.0,860.917,0
1884,5523230274.004712,800868389.7306832,1109432931.1118267,160867775.01121485,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2198.393137805303,422.15848894723655,-549244.4238686233,4.7446018733643314e-07,[],0.0,298.440002,1500.0,0.0,850.289,0
1885,5523232909.203957,800868771.8345736,1109435566.3110712,160868157.1151053,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2213.039752741586,422.1594916862935,-119305.92309613433,4.771119641529106e-07,[],0.0,300.4283341666667,1500.0,0.0,905.012,0
1886,5523235559.050824,800869156.0623695,1109438216.157939,160868541.34290114,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2227.6863676778694,422.16049999902543,867600.6977205479,4.797637382167274e-07,[],0.0,302.4166663333333,1500.0,0.0,781.475,0
1887,5523238223.5453205,800869542.4140714,1109440880.6524353,160868927.69460312,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2242.332982614153,422.1615138854344,-283495.39484076935,4.824155095067894e-07,[],0.0,304.40499850000003,1500.0,0.0,885.145,0
1888,5523240902.687451,800869930.8896804,1109443559.7945662,160869316.1702121,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2256.9795975504358,422.1625333455224,-79167.45638556336,4.850672780020027e-07,[],0.0,306.39333066666666,1500.0,0.0,794.577,0
1889,5523243596.477222,800870321.4891973,1109446253.5843372,160869706.7697289,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2271.626212486719,422.16355837929177,-450860.25266223785,4.877190436812734e-07,[],0.0,308.38166283333334,1500.0,0.0,831.462,0
1890,5523246304.9146385,800870714.2126225,1109448962.0217535,160870099.49315426,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2286.272827423002,422.16458898674455,-729875.6695879489,4.90370806350842e-07,[],0.0,310.369995,1500.0,0.0,789.592,0
1891,5523249019.307507,800871107.7995884,1109451676.414621,160870493.08012006,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2292.22724586404,422.1656218603498,-316386.90671238373,4.914488179943557e-07,[],0.0,311.1783293333333,1500.0,0.0,840.447,0
1892,5523251739.6558275,800871502.2500949,1109454396.7629423,160870887.53062662,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2298.1816643050793,422.16665700010856,-453587.83698299195,4.925268282222174e-07,[],0.0,311.9866636666667,1500.0,0.0,828.217,0
1893,5523254465.959604,800871897.5641426,1109457123.0667193,160871282.8446743,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2304.1360827461176,422.16769440602167,1169387.165750928,4.936048373762723e-07,[],0.0,312.794998,1500.0,0.0,939.116,0
1894,5523257198.21884,800872293.7417316,1109459855.3259544,160871679.02226338,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2310.090501187157,422.1687340780899,-721687.5738876656,4.94682845453035e-07,[],0.0,313.60333233333336,1500.0,0.0,869.346,0
1895,5523259936.433536,800872690.7828625,1109462593.5406501,160872076.06339425,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2316.044919628195,422.16977601631436,615092.8035820115,4.957608522763543e-07,[],0.0,314.4116666666667,1500.0,0.0,879.343,0
1896,5523262680.603694,800873088.6875355,1109465337.7108085,160872473.96806723,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2321.999338069234,422.1708202206957,-232542.61363690585,4.96838857842745e-07,[],0.0,315.220001,1500.0,0.0,802.053,0
1897,5523265406.187288,800873483.8971567,1109468063.2944026,160872869.17768836,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2303.4117366190126,422.1718573525667,402693.04346780333,4.934734688418436e-07,[],0.0,312.6966653333334,1500.0,0.0,894.507,0
1898,5523268113.18431,800873876.4117249,1109470770.291425,160873261.6922566,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2284.8241351687907,422.17288741192453,-798201.7065800017,4.901080832803489e-07,[],0.0,310.1733296666667,1500.0,0.0,939.49,0
1899,5523270801.594754,800874266.2312393,1109473458.701869,160873651.511771,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2266.236533718569,422.1739103987666,-195167.82316733955,4.867427018149412e-07,[],0.0,307.649994,1500.0,0.0,901.149,0
1900,5523273471.4186125,800874653.3556987,1109476128.5257275,160874038.63623047,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2247.648932268347,422.1749263130903,127615.44648636677,4.833773237209808e-07,[],0.0,305.1266583333333,1500.0,0.0,792.127,0
1901,5523276122.655879,800875037.7851024,1109478779.7629936,160874423.06563407,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2229.0613308181255,422.1759351548928,325373.3711989037,4.800119494824826e-07,[],0.0,302.6033226666667,1500.0,0.0,834.595,0
1902,5523278755.306545,800875419.519449,1109481412.4136598,160874804.79998067,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2210.4737293679036,422.17693692417157,-786170.8795865304,4.7664657854747297e-07,[],0.0,300.079987,1500.0,0.0,863.301,0
1903,5523281442.824759,800875809.20959,1109484099.931873,160875194.49012157,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2265.3402536647513,422.17795957150435,-960499.0940292167,4.865802238733714e-07,[],0.0,307.5283206666667,1500.0,0.0,829.093,0
1904,5523284185.210539,800876206.8555281,1109486842.3176541,160875592.13605985,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2320.2067779615986,422.1790030968992,-134720.86793519143,4.96513858423253e-07,[],0.0,314.97665433333333,1500.0,0.0,984.675,0
1905,5523286982.463909,800876612.4572668,1109489639.571024,160875997.73779845,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2375.0733022584463,422.1800675003639,-533506.2967130822,5.064474824190867e-07,[],0.0,322.424988,1500.0,0.0,833.986,0
1906,5523289834.584888,800877026.0148088,1109492491.6920033,160876411.29534045,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2429.9398265552936,422.1811527819066,-19646.773917752154,5.163810948741913e-07,[],0.0,329.8733216666667,1500.0,0.0,856.006,0
1907,5523292741.573498,800877447.5281571,1109495398.680613,160876832.80868888,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2484.806350852141,422.18225894153505,-647774.4064584237,5.263146958378737e-07,[],0.0,337.3216553333333,1500.0,0.0,828.237,0
1908,5523295703.42976,800877876.9973152,1109498360.5368743,160877262.27784675,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000017,idle,0.0,2539.6728751489886,422.1833859792573,152633.12570770955,5.362482853594404e-07,[],0.0,344.769989,1500.0,12.8369,869.906,0
